2010/12/13,897.4,897.4,897.4,897.4,897.4,897.4
2010/12/14,901.89,901.89,901.89,901.89,901.89,901.89
2010/12/15,902.42,902.42,902.42,902.42,902.42,902.42
2010/12/16,903.84,903.84,903.84,903.84,903.84,903.84
2010/12/17,903.14,903.14,903.14,903.14,903.14,903.14
2010/12/20,898.55,898.55,898.55,898.55,898.55,898.55
2010/12/21,906.21,906.21,906.21,906.21,906.21,906.21
2010/12/22,905.78,905.78,905.78,905.78,905.78,905.78
2010/12/24,901.66,901.66,901.66,901.66,901.66,901.66
2010/12/27,904.68,904.68,904.68,904.68,904.68,904.68
2010/12/28,902.83,902.83,902.83,902.83,902.83,902.83
2010/12/29,908.01,908.01,908.01,908.01,908.01,908.01
2010/12/30,898.8,898.8,898.8,898.8,898.8,898.8
2011/01/04,911.8,911.8,911.8,911.8,911.8,911.8
2011/01/05,911.69,911.69,911.69,911.69,911.69,911.69
2011/01/06,924.51,924.51,924.51,924.51,924.51,924.51
2011/01/07,926.42,926.42,926.42,926.42,926.42,926.42
2011/01/11,926.94,926.94,926.94,926.94,926.94,926.94
2011/01/12,929.64,929.64,929.64,929.64,929.64,929.64
2011/01/13,937.74,937.74,937.74,937.74,937.74,937.74
2011/01/14,930.31,930.31,930.31,930.31,930.31,930.31
2011/01/17,928.73,928.73,928.73,928.73,928.73,928.73
2011/01/18,931.58,931.58,931.58,931.58,931.58,931.58
2011/01/19,936.87,936.87,936.87,936.87,936.87,936.87
2011/01/20,927.19,927.19,927.19,927.19,927.19,927.19
2011/01/21,910.85,910.85,910.85,910.85,910.85,910.85
2011/01/24,917.18,917.18,917.18,917.18,917.18,917.18
2011/01/25,929.28,929.28,929.28,929.28,929.28,929.28
2011/01/26,922.64,922.64,922.64,922.64,922.64,922.64
2011/01/27,929.66,929.66,929.66,929.66,929.66,929.66
2011/01/28,919.69,919.69,919.69,919.69,919.69,919.69
2011/01/31,910.08,910.08,910.08,910.08,910.08,910.08
2011/02/01,913.52,913.52,913.52,913.52,913.52,913.52
2011/02/02,929.64,929.64,929.64,929.64,929.64,929.64
2011/02/03,927.57,927.57,927.57,927.57,927.57,927.57
2011/02/04,935.36,935.36,935.36,935.36,935.36,935.36
2011/02/07,940.43,940.43,940.43,940.43,940.43,940.43
2011/02/08,944.0,944.0,944.0,944.0,944.0,944.0
2011/02/09,944.02,944.02,944.02,944.02,944.02,944.02
2011/02/10,946.63,946.63,946.63,946.63,946.63,946.63
2011/02/14,959.19,959.19,959.19,959.19,959.19,959.19
2011/02/15,962.57,962.57,962.57,962.57,962.57,962.57
2011/02/16,967.3,967.3,967.3,967.3,967.3,967.3
2011/02/17,974.14,974.14,974.14,974.14,974.14,974.14
2011/02/18,973.6,973.6,973.6,973.6,973.6,973.6
2011/02/21,974.63,974.63,974.63,974.63,974.63,974.63
2011/02/22,956.7,956.7,956.7,956.7,956.7,956.7
2011/02/23,946.88,946.88,946.88,946.88,946.88,946.88
2011/02/24,934.22,934.22,934.22,934.22,934.22,934.22
2011/02/25,941.93,941.93,941.93,941.93,941.93,941.93
2011/02/28,951.27,951.27,951.27,951.27,951.27,951.27
2011/03/01,963.7,963.7,963.7,963.7,963.7,963.7
2011/03/02,942.87,942.87,942.87,942.87,942.87,942.87
2011/03/03,948.69,948.69,948.69,948.69,948.69,948.69
2011/03/04,955.59,955.59,955.59,955.59,955.59,955.59
2011/03/07,941.63,941.63,941.63,941.63,941.63,941.63
2011/03/08,939.16,939.16,939.16,939.16,939.16,939.16
2011/03/09,944.29,944.29,944.29,944.29,944.29,944.29
2011/03/10,930.84,930.84,930.84,930.84,930.84,930.84
2011/03/11,915.51,915.51,915.51,915.51,915.51,915.51
2011/03/14,846.96,846.96,846.96,846.96,846.96,846.96
2011/03/15,766.73,766.73,766.73,766.73,766.73,766.73
2011/03/16,817.63,817.63,817.63,817.63,817.63,817.63
2011/03/17,810.8,810.8,810.8,810.8,810.8,810.8
2011/03/18,830.39,830.39,830.39,830.39,830.39,830.39
2011/03/22,868.13,868.13,868.13,868.13,868.13,868.13
2011/03/23,861.1,861.1,861.1,861.1,861.1,861.1
2011/03/24,853.95,853.95,853.95,853.95,853.95,853.95
2011/03/25,857.38,857.38,857.38,857.38,857.38,857.38
2011/03/28,857.85,857.85,857.85,857.85,857.85,857.85
2011/03/29,850.21,850.21,850.21,850.21,850.21,850.21
2011/03/30,866.09,866.09,866.09,866.09,866.09,866.09
2011/03/31,869.38,869.38,869.38,869.38,869.38,869.38
2011/04/01,862.62,862.62,862.62,862.62,862.62,862.62
2011/04/04,859.75,859.75,859.75,859.75,859.75,859.75
2011/04/05,847.16,847.16,847.16,847.16,847.16,847.16
2011/04/06,839.61,839.61,839.61,839.61,839.61,839.61
2011/04/07,841.1,841.1,841.1,841.1,841.1,841.1
2011/04/08,853.13,853.13,853.13,853.13,853.13,853.13
2011/04/11,852.34,852.34,852.34,852.34,852.34,852.34
2011/04/12,838.51,838.51,838.51,838.51,838.51,838.51
2011/04/13,844.59,844.59,844.59,844.59,844.59,844.59
2011/04/14,846.72,846.72,846.72,846.72,846.72,846.72
2011/04/15,841.29,841.29,841.29,841.29,841.29,841.29
2011/04/18,836.34,836.34,836.34,836.34,836.34,836.34
2011/04/19,827.56,827.56,827.56,827.56,827.56,827.56
2011/04/20,837.17,837.17,837.17,837.17,837.17,837.17
2011/04/21,841.72,841.72,841.72,841.72,841.72,841.72
2011/04/22,842.18,842.18,842.18,842.18,842.18,842.18
2011/04/25,840.68,840.68,840.68,840.68,840.68,840.68
2011/04/26,833.64,833.64,833.64,833.64,833.64,833.64
2011/04/27,839.87,839.87,839.87,839.87,839.87,839.87
2011/04/28,851.85,851.85,851.85,851.85,851.85,851.85
2011/05/02,865.55,865.55,865.55,865.55,865.55,865.55
2011/05/06,856.5,856.5,856.5,856.5,856.5,856.5
2011/05/09,853.21,853.21,853.21,853.21,853.21,853.21
2011/05/10,856.46,856.46,856.46,856.46,856.46,856.46
2011/05/11,857.62,857.62,857.62,857.62,857.62,857.62
2011/05/12,849.34,849.34,849.34,849.34,849.34,849.34
2011/05/13,839.94,839.94,839.94,839.94,839.94,839.94
2011/05/16,829.55,829.55,829.55,829.55,829.55,829.55
2011/05/17,828.85,828.85,828.85,828.85,828.85,828.85
2011/05/18,837.96,837.96,837.96,837.96,837.96,837.96
2011/05/19,831.89,831.89,831.89,831.89,831.89,831.89
2011/05/20,827.77,827.77,827.77,827.77,827.77,827.77
2011/05/23,817.68,817.68,817.68,817.68,817.68,817.68
2011/05/24,819.16,819.16,819.16,819.16,819.16,819.16
2011/05/25,817.74,817.74,817.74,817.74,817.74,817.74
2011/05/26,827.08,827.08,827.08,827.08,827.08,827.08
2011/05/27,824.9,824.9,824.9,824.9,824.9,824.9
2011/05/30,823.68,823.68,823.68,823.68,823.68,823.68
2011/05/31,838.48,838.48,838.48,838.48,838.48,838.48
2011/06/01,839.41,839.41,839.41,839.41,839.41,839.41
2011/06/02,825.76,825.76,825.76,825.76,825.76,825.76
2011/06/03,816.57,816.57,816.57,816.57,816.57,816.57
2011/06/06,807.99,807.99,807.99,807.99,807.99,807.99
2011/06/07,813.76,813.76,813.76,813.76,813.76,813.76
2011/06/08,814.45,814.45,814.45,814.45,814.45,814.45
2011/06/09,812.95,812.95,812.95,812.95,812.95,812.95
2011/06/10,817.38,817.38,817.38,817.38,817.38,817.38
2011/06/13,812.26,812.26,812.26,812.26,812.26,812.26
2011/06/14,822.86,822.86,822.86,822.86,822.86,822.86
2011/06/15,824.65,824.65,824.65,824.65,824.65,824.65
2011/06/16,812.41,812.41,812.41,812.41,812.41,812.41
2011/06/17,805.34,805.34,805.34,805.34,805.34,805.34
2011/06/20,806.83,806.83,806.83,806.83,806.83,806.83
2011/06/21,815.73,815.73,815.73,815.73,815.73,815.73
2011/06/22,828.99,828.99,828.99,828.99,828.99,828.99
2011/06/23,825.51,825.51,825.51,825.51,825.51,825.51
2011/06/24,833.2,833.2,833.2,833.2,833.2,833.2
2011/06/27,825.64,825.64,825.64,825.64,825.64,825.64
2011/06/28,830.34,830.34,830.34,830.34,830.34,830.34
2011/06/29,844.11,844.11,844.11,844.11,844.11,844.11
2011/06/30,849.22,849.22,849.22,849.22,849.22,849.22
2011/07/01,853.86,853.86,853.86,853.86,853.86,853.86
2011/07/04,864.11,864.11,864.11,864.11,864.11,864.11
2011/07/05,865.18,865.18,865.18,865.18,865.18,865.18
2011/07/06,873.51,873.51,873.51,873.51,873.51,873.51
2011/07/07,870.48,870.48,870.48,870.48,870.48,870.48
2011/07/08,874.34,874.34,874.34,874.34,874.34,874.34
2011/07/11,870.16,870.16,870.16,870.16,870.16,870.16
2011/07/12,857.19,857.19,857.19,857.19,857.19,857.19
2011/07/13,860.53,860.53,860.53,860.53,860.53,860.53
2011/07/14,856.88,856.88,856.88,856.88,856.88,856.88
2011/07/15,859.36,859.36,859.36,859.36,859.36,859.36
2011/07/19,853.75,853.75,853.75,853.75,853.75,853.75
2011/07/20,860.66,860.66,860.66,860.66,860.66,860.66
2011/07/21,860.11,860.11,860.11,860.11,860.11,860.11
2011/07/22,868.81,868.81,868.81,868.81,868.81,868.81
2011/07/25,861.91,861.91,861.91,861.91,861.91,861.91
2011/07/26,866.2,866.2,866.2,866.2,866.2,866.2
2011/07/27,859.11,859.11,859.11,859.11,859.11,859.11
2011/07/28,848.37,848.37,848.37,848.37,848.37,848.37
2011/07/29,841.37,841.37,841.37,841.37,841.37,841.37
2011/08/01,851.7,851.7,851.7,851.7,851.7,851.7
2011/08/02,843.96,843.96,843.96,843.96,843.96,843.96
2011/08/03,826.75,826.75,826.75,826.75,826.75,826.75
2011/08/04,826.36,826.36,826.36,826.36,826.36,826.36
2011/08/05,800.96,800.96,800.96,800.96,800.96,800.96
2011/08/08,782.86,782.86,782.86,782.86,782.86,782.86
2011/08/09,770.39,770.39,770.39,770.39,770.39,770.39
2011/08/10,776.73,776.73,776.73,776.73,776.73,776.73
2011/08/11,770.88,770.88,770.88,770.88,770.88,770.88
